Split,Filename_Removed,Reason
val,NZ_PTTH01000048.1.cleaned.fna,Mash_dist=0.0446 (Train vs Val)
val,NZ_MN816371.1.cleaned.fna,Mash_dist=0.0335 (Train vs Val)
val,NZ_QWDG01000030.1.cleaned.fna,Mash_dist=0.0275 (Train vs Val)
val,NZ_CP095115.1.cleaned.fna,Mash_dist=0.0057 (Train vs Val)
val,NZ_CP026158.1.cleaned.fna,Mash_dist=0.0231 (Train vs Val)
val,NZ_CP122846.1.cleaned.fna,Mash_dist=0.0449 (Train vs Val)
val,NZ_CP188293.1.cleaned.fna,Mash_dist=0.0429 (Train vs Val)
val,NZ_MG014722.1.cleaned.fna,Mash_dist=0.0413 (Train vs Val)
val,NZ_CP080363.1.cleaned.fna,Mash_dist=0.0382 (Train vs Val)
val,NZ_CP179546.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_CM007850.1.cleaned.fna,Mash_dist=0.0045 (Train vs Val)
val,NZ_CP121753.1.cleaned.fna,Mash_dist=0.0414 (Train vs Val)
val,NZ_CP121830.1.cleaned.fna,Mash_dist=0.0420 (Train vs Val)
val,NZ_QSMV02000003.1.cleaned.fna,Mash_dist=0.0486 (Train vs Val)
val,NZ_CP152164.1.cleaned.fna,Mash_dist=0.0052 (Train vs Val)
val,NZ_OU015331.1.cleaned.fna,Mash_dist=0.0136 (Train vs Val)
val,NZ_CP133238.1.cleaned.fna,Mash_dist=0.0164 (Train vs Val)
val,NZ_CP122476.1.cleaned.fna,Mash_dist=0.0399 (Train vs Val)
val,NC_017642.1.cleaned.fna,Mash_dist=0.0322 (Train vs Val)
val,NZ_CP036055.1.cleaned.fna,Mash_dist=0.0467 (Train vs Val)
val,NZ_KX912254.1.cleaned.fna,Mash_dist=0.0067 (Train vs Val)
val,NZ_PV023017.1.cleaned.fna,Mash_dist=0.0167 (Train vs Val)
val,NZ_CP043263.1.cleaned.fna,Mash_dist=0.0355 (Train vs Val)
val,NZ_AP023041.1.cleaned.fna,Mash_dist=0.0006 (Train vs Val)
val,NZ_MH785238.1.cleaned.fna,Mash_dist=0.0185 (Train vs Val)
val,NZ_CP055126.1.cleaned.fna,Mash_dist=0.0486 (Train vs Val)
val,NZ_MT859327.1.cleaned.fna,Mash_dist=0.0129 (Train vs Val)
val,NZ_CP098798.1.cleaned.fna,Mash_dist=0.0407 (Train vs Val)
val,NZ_AP025916.1.cleaned.fna,Mash_dist=0.0174 (Train vs Val)
val,NZ_CP166180.1.cleaned.fna,Mash_dist=0.0204 (Train vs Val)
val,NZ_CP056514.1.cleaned.fna,Mash_dist=0.0442 (Train vs Val)
val,NZ_CP155660.1.cleaned.fna,Mash_dist=0.0383 (Train vs Val)
val,NZ_CP076319.1.cleaned.fna,Mash_dist=0.0079 (Train vs Val)
val,NZ_LT985254.1.cleaned.fna,Mash_dist=0.0378 (Train vs Val)
val,NZ_CP089585.1.cleaned.fna,Mash_dist=0.0308 (Train vs Val)
val,NZ_CP093950.1.cleaned.fna,Mash_dist=0.0012 (Train vs Val)
val,NG_048307.1.cleaned.fna,Mash_dist=0.0419 (Train vs Val)
val,NZ_MK181558.1.cleaned.fna,Mash_dist=0.0249 (Train vs Val)
val,NZ_LC520276.1.cleaned.fna,Mash_dist=0.0480 (Train vs Val)
val,NZ_CP031712.1.cleaned.fna,Mash_dist=0.0275 (Train vs Val)
val,NZ_CP081043.1.cleaned.fna,Mash_dist=0.0196 (Train vs Val)
val,NZ_JARESJ010000098.1.cleaned.fna,Mash_dist=0.0001 (Train vs Val)
val,NZ_CP032156.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_CP146582.1.cleaned.fna,Mash_dist=0.0058 (Train vs Val)
val,NZ_CP168760.1.cleaned.fna,Mash_dist=0.0446 (Train vs Val)
val,NZ_CP058527.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_CP085184.1.cleaned.fna,Mash_dist=0.0269 (Train vs Val)
val,NZ_CP147864.1.cleaned.fna,Mash_dist=0.0077 (Train vs Val)
val,NZ_CP184103.1.cleaned.fna,Mash_dist=0.0272 (Train vs Val)
val,NC_010686.1.cleaned.fna,Mash_dist=0.0016 (Train vs Val)
val,NZ_CP123203.1.cleaned.fna,Mash_dist=0.0348 (Train vs Val)
val,NZ_RRDZ01000213.1.cleaned.fna,Mash_dist=0.0256 (Train vs Val)
val,NZ_PP372685.1.cleaned.fna,Mash_dist=0.0337 (Train vs Val)
val,NZ_JANCTJ010000002.1.cleaned.fna,Mash_dist=0.0151 (Train vs Val)
val,NZ_JARFNI010000040.1.cleaned.fna,Mash_dist=0.0473 (Train vs Val)
val,NZ_CP177318.1.cleaned.fna,Mash_dist=0.0252 (Train vs Val)
val,NZ_CP024428.1.cleaned.fna,Mash_dist=0.0450 (Train vs Val)
val,NZ_RRLX01000102.1.cleaned.fna,Mash_dist=0.0386 (Train vs Val)
val,NZ_CP111000.1.cleaned.fna,Mash_dist=0.0435 (Train vs Val)
val,NZ_CP093491.1.cleaned.fna,Mash_dist=0.0455 (Train vs Val)
val,NZ_CP133714.1.cleaned.fna,Mash_dist=0.0420 (Train vs Val)
val,NZ_CP046451.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_CP183174.1.cleaned.fna,Mash_dist=0.0353 (Train vs Val)
val,NZ_AP027465.1.cleaned.fna,Mash_dist=0.0162 (Train vs Val)
val,NC_002810.1.cleaned.fna,Mash_dist=0.0174 (Train vs Val)
val,NZ_ON023120.1.cleaned.fna,Mash_dist=0.0187 (Train vs Val)
val,NZ_JAHSTZ010000040.1.cleaned.fna,Mash_dist=0.0088 (Train vs Val)
val,NZ_RRRW01000070.1.cleaned.fna,Mash_dist=0.0462 (Train vs Val)
val,NZ_CP091483.1.cleaned.fna,Mash_dist=0.0076 (Train vs Val)
val,NZ_PGEH01000422.1.cleaned.fna,Mash_dist=0.0010 (Train vs Val)
val,NZ_JAGRZM010000039.1.cleaned.fna,Mash_dist=0.0003 (Train vs Val)
val,NZ_CP021003.2.cleaned.fna,Mash_dist=0.0178 (Train vs Val)
val,NZ_RRON01000088.1.cleaned.fna,Mash_dist=0.0093 (Train vs Val)
val,NZ_JANUNL010000004.1.cleaned.fna,Mash_dist=0.0074 (Train vs Val)
val,NZ_OP821752.1.cleaned.fna,Mash_dist=0.0317 (Train vs Val)
val,NZ_CP101216.1.cleaned.fna,Mash_dist=0.0088 (Train vs Val)
val,NZ_PQ066899.1.cleaned.fna,Mash_dist=0.0496 (Train vs Val)
val,NZ_CP019161.1.cleaned.fna,Mash_dist=0.0384 (Train vs Val)
val,NZ_CP010770.1.cleaned.fna,Mash_dist=0.0277 (Train vs Val)
val,NZ_CP083587.1.cleaned.fna,Mash_dist=0.0244 (Train vs Val)
val,NZ_CP020903.1.cleaned.fna,Mash_dist=0.0379 (Train vs Val)
val,NZ_CP072154.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_CP059993.1.cleaned.fna,Mash_dist=0.0305 (Train vs Val)
val,NZ_CP063835.1.cleaned.fna,Mash_dist=0.0344 (Train vs Val)
val,NZ_CP138818.1.cleaned.fna,Mash_dist=0.0360 (Train vs Val)
val,NZ_JABXRS010000006.1.cleaned.fna,Mash_dist=0.0049 (Train vs Val)
val,NZ_JBLEUK010000005.1.cleaned.fna,Mash_dist=0.0341 (Train vs Val)
val,NZ_KM583816.1.cleaned.fna,Mash_dist=0.0302 (Train vs Val)
val,NZ_CP118330.1.cleaned.fna,Mash_dist=0.0001 (Train vs Val)
val,NZ_RRRZ01000373.1.cleaned.fna,Mash_dist=0.0361 (Train vs Val)
val,NZ_OL790811.1.cleaned.fna,Mash_dist=0.0027 (Train vs Val)
val,NZ_CP117100.1.cleaned.fna,Mash_dist=0.0255 (Train vs Val)
val,NZ_JAQZDF010000010.1.cleaned.fna,Mash_dist=0.0027 (Train vs Val)
val,NZ_PQ126458.1.cleaned.fna,Mash_dist=0.0221 (Train vs Val)
val,NZ_CP060072.1.cleaned.fna,Mash_dist=0.0052 (Train vs Val)
val,NZ_CP098707.1.cleaned.fna,Mash_dist=0.0291 (Train vs Val)
val,NZ_SIQY01000002.1.cleaned.fna,Mash_dist=0.0435 (Train vs Val)
val,NZ_QBRV01000048.1.cleaned.fna,Mash_dist=0.0407 (Train vs Val)
val,NZ_CP163071.1.cleaned.fna,Mash_dist=0.0002 (Train vs Val)
val,NZ_NBOH01000049.1.cleaned.fna,Mash_dist=0.0432 (Train vs Val)
val,NZ_JBDYJI010000070.1.cleaned.fna,Mash_dist=0.0181 (Train vs Val)
val,NZ_PV575714.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_LC532226.1.cleaned.fna,Mash_dist=0.0124 (Train vs Val)
val,NZ_CP023648.1.cleaned.fna,Mash_dist=0.0008 (Train vs Val)
val,NZ_LKVZ01000069.1.cleaned.fna,Mash_dist=0.0421 (Train vs Val)
val,NZ_CP071620.1.cleaned.fna,Mash_dist=0.0105 (Train vs Val)
val,NZ_MUMT01000070.1.cleaned.fna,Mash_dist=0.0180 (Train vs Val)
val,NZ_RRDO01000160.1.cleaned.fna,Mash_dist=0.0316 (Train vs Val)
val,NZ_CP079810.1.cleaned.fna,Mash_dist=0.0004 (Train vs Val)
val,NZ_CP118961.1.cleaned.fna,Mash_dist=0.0001 (Train vs Val)
val,NZ_CP096217.1.cleaned.fna,Mash_dist=0.0432 (Train vs Val)
val,NZ_CP036323.1.cleaned.fna,Mash_dist=0.0008 (Train vs Val)
val,NC_021908.1.cleaned.fna,Mash_dist=0.0089 (Train vs Val)
val,NZ_MT621564.1.cleaned.fna,Mash_dist=0.0010 (Train vs Val)
val,NZ_CP138352.1.cleaned.fna,Mash_dist=0.0002 (Train vs Val)
val,NZ_CP017182.1.cleaned.fna,Mash_dist=0.0495 (Train vs Val)
val,NZ_MH594478.1.cleaned.fna,Mash_dist=0.0489 (Train vs Val)
val,NZ_WSSZ01000018.1.cleaned.fna,Mash_dist=0.0406 (Train vs Val)
val,NZ_CP040271.1.cleaned.fna,Mash_dist=0.0409 (Train vs Val)
val,NZ_CP055341.1.cleaned.fna,Mash_dist=0.0282 (Train vs Val)
val,NZ_CP066585.1.cleaned.fna,Mash_dist=0.0321 (Train vs Val)
val,NZ_CP065963.1.cleaned.fna,Mash_dist=0.0297 (Train vs Val)
val,NZ_CP185064.1.cleaned.fna,Mash_dist=0.0330 (Train vs Val)
val,NZ_LAUH01000271.1.cleaned.fna,Mash_dist=0.0388 (Train vs Val)
val,NZ_CP158113.1.cleaned.fna,Mash_dist=0.0486 (Train vs Val)
val,NZ_CP020902.1.cleaned.fna,Mash_dist=0.0248 (Train vs Val)
val,NZ_CP039330.1.cleaned.fna,Mash_dist=0.0086 (Train vs Val)
val,NZ_CP149438.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_CP189793.1.cleaned.fna,Mash_dist=0.0311 (Train vs Val)
val,NZ_LKYY01000047.1.cleaned.fna,Mash_dist=0.0072 (Train vs Val)
val,NZ_RRFF01000103.1.cleaned.fna,Mash_dist=0.0038 (Train vs Val)
val,NZ_CP010682.1.cleaned.fna,Mash_dist=0.0349 (Train vs Val)
val,NZ_CP167978.1.cleaned.fna,Mash_dist=0.0439 (Train vs Val)
val,NZ_CP024876.1.cleaned.fna,Mash_dist=0.0498 (Train vs Val)
val,NC_025152.1.cleaned.fna,Mash_dist=0.0001 (Train vs Val)
val,NZ_RRHJ01000221.1.cleaned.fna,Mash_dist=0.0209 (Train vs Val)
val,NZ_MT840283.1.cleaned.fna,Mash_dist=0.0394 (Train vs Val)
val,NZ_JAFHMS010000378.1.cleaned.fna,Mash_dist=0.0387 (Train vs Val)
val,NZ_MT151380.1.cleaned.fna,Mash_dist=0.0109 (Train vs Val)
val,NZ_JAUISY010000047.1.cleaned.fna,Mash_dist=0.0395 (Train vs Val)
val,NZ_CP084346.1.cleaned.fna,Mash_dist=0.0068 (Train vs Val)
val,NZ_CP119543.1.cleaned.fna,Mash_dist=0.0480 (Train vs Val)
val,NZ_MH464586.1.cleaned.fna,Mash_dist=0.0248 (Train vs Val)
val,NZ_KX470734.1.cleaned.fna,Mash_dist=0.0039 (Train vs Val)
val,NZ_CP153963.1.cleaned.fna,Mash_dist=0.0112 (Train vs Val)
val,NZ_CP135135.1.cleaned.fna,Mash_dist=0.0285 (Train vs Val)
val,NZ_CP007500.1.cleaned.fna,Mash_dist=0.0024 (Train vs Val)
val,NZ_OP242261.1.cleaned.fna,Mash_dist=0.0470 (Train vs Val)
val,NZ_CP124499.1.cleaned.fna,Mash_dist=0.0376 (Train vs Val)
val,NZ_CP159339.1.cleaned.fna,Mash_dist=0.0307 (Train vs Val)
val,NZ_JAUANS010000015.1.cleaned.fna,Mash_dist=0.0439 (Train vs Val)
val,NZ_CP063876.1.cleaned.fna,Mash_dist=0.0357 (Train vs Val)
val,NZ_CP141855.1.cleaned.fna,Mash_dist=0.0001 (Train vs Val)
val,NZ_CP095771.1.cleaned.fna,Mash_dist=0.0153 (Train vs Val)
val,NZ_OL348379.1.cleaned.fna,Mash_dist=0.0226 (Train vs Val)
val,NZ_AP018408.1.cleaned.fna,Mash_dist=0.0038 (Train vs Val)
val,NC_014477.1.cleaned.fna,Mash_dist=0.0186 (Train vs Val)
val,NZ_JBHZPR010000005.1.cleaned.fna,Mash_dist=0.0123 (Train vs Val)
val,NZ_KY271405.1.cleaned.fna,Mash_dist=0.0374 (Train vs Val)
val,NZ_CP129617.1.cleaned.fna,Mash_dist=0.0470 (Train vs Val)
val,NZ_CP174530.1.cleaned.fna,Mash_dist=0.0454 (Train vs Val)
val,NZ_CP153425.1.cleaned.fna,Mash_dist=0.0495 (Train vs Val)
val,NZ_KX785321.1.cleaned.fna,Mash_dist=0.0337 (Train vs Val)
val,NZ_LS999562.1.cleaned.fna,Mash_dist=0.0237 (Train vs Val)
val,NZ_RRFG01000234.1.cleaned.fna,Mash_dist=0.0235 (Train vs Val)
val,NZ_CP114327.1.cleaned.fna,Mash_dist=0.0056 (Train vs Val)
val,NZ_CP068725.1.cleaned.fna,Mash_dist=0.0277 (Train vs Val)
val,NZ_MH349095.1.cleaned.fna,Mash_dist=0.0041 (Train vs Val)
val,NZ_CP079618.1.cleaned.fna,Mash_dist=0.0196 (Train vs Val)
val,NZ_CP180681.1.cleaned.fna,Mash_dist=0.0256 (Train vs Val)
val,NZ_JARGDG010000111.1.cleaned.fna,Mash_dist=0.0374 (Train vs Val)
val,NZ_CP029068.1.cleaned.fna,Mash_dist=0.0319 (Train vs Val)
val,NZ_MZNB01000063.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_CP125149.1.cleaned.fna,Mash_dist=0.0178 (Train vs Val)
val,NZ_CP146881.1.cleaned.fna,Mash_dist=0.0480 (Train vs Val)
val,NZ_CP097550.1.cleaned.fna,Mash_dist=0.0001 (Train vs Val)
val,NZ_JAZGLZ010000055.1.cleaned.fna,Mash_dist=0.0420 (Train vs Val)
val,NZ_CP124123.1.cleaned.fna,Mash_dist=0.0480 (Train vs Val)
val,NZ_LC486677.1.cleaned.fna,Mash_dist=0.0322 (Train vs Val)
val,NZ_CP065664.1.cleaned.fna,Mash_dist=0.0223 (Train vs Val)
val,NZ_CP091931.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_RRMR01000082.1.cleaned.fna,Mash_dist=0.0333 (Train vs Val)
val,NZ_LR745047.1.cleaned.fna,Mash_dist=0.0406 (Train vs Val)
val,NZ_CP115020.1.cleaned.fna,Mash_dist=0.0312 (Train vs Val)
val,NZ_CP100314.1.cleaned.fna,Mash_dist=0.0487 (Train vs Val)
val,NZ_CP135716.1.cleaned.fna,Mash_dist=0.0356 (Train vs Val)
val,NZ_CP100491.1.cleaned.fna,Mash_dist=0.0021 (Train vs Val)
val,NZ_CP152095.1.cleaned.fna,Mash_dist=0.0163 (Train vs Val)
val,NZ_RROU01000148.1.cleaned.fna,Mash_dist=0.0204 (Train vs Val)
val,NZ_CP074124.1.cleaned.fna,Mash_dist=0.0458 (Train vs Val)
val,NZ_JARRAP010000080.1.cleaned.fna,Mash_dist=0.0458 (Train vs Val)
val,NZ_CP116694.1.cleaned.fna,Mash_dist=0.0221 (Train vs Val)
val,NZ_CP177777.1.cleaned.fna,Mash_dist=0.0005 (Train vs Val)
val,NZ_OZ261676.1.cleaned.fna,Mash_dist=0.0344 (Train vs Val)
val,NZ_LC520273.1.cleaned.fna,Mash_dist=0.0429 (Train vs Val)
val,NZ_CP074166.1.cleaned.fna,Mash_dist=0.0154 (Train vs Val)
val,NC_010864.1.cleaned.fna,Mash_dist=0.0462 (Train vs Val)
val,NZ_CP015374.1.cleaned.fna,Mash_dist=0.0073 (Train vs Val)
val,NZ_PQ872789.1.cleaned.fna,Mash_dist=0.0470 (Train vs Val)
val,NZ_CP159678.1.cleaned.fna,Mash_dist=0.0153 (Train vs Val)
val,NZ_CP064242.1.cleaned.fna,Mash_dist=0.0429 (Train vs Val)
val,NC_022374.1.cleaned.fna,Mash_dist=0.0248 (Train vs Val)
val,NZ_CP101789.1.cleaned.fna,Mash_dist=0.0002 (Train vs Val)
val,NZ_AP027891.1.cleaned.fna,Mash_dist=0.0015 (Train vs Val)
val,NZ_CP024068.1.cleaned.fna,Mash_dist=0.0404 (Train vs Val)
val,NZ_CP117228.1.cleaned.fna,Mash_dist=0.0470 (Train vs Val)
val,NZ_CP084195.1.cleaned.fna,Mash_dist=0.0223 (Train vs Val)
val,NZ_CP005885.1.cleaned.fna,Mash_dist=0.0349 (Train vs Val)
val,NZ_CP038938.1.cleaned.fna,Mash_dist=0.0157 (Train vs Val)
val,NZ_JBFQYK010000017.1.cleaned.fna,Mash_dist=0.0433 (Train vs Val)
val,NZ_CP018631.1.cleaned.fna,Mash_dist=0.0007 (Train vs Val)
val,NZ_JBDYFW010000043.1.cleaned.fna,Mash_dist=0.0447 (Train vs Val)
val,NZ_JBDYGU010000046.1.cleaned.fna,Mash_dist=0.0013 (Train vs Val)
val,NZ_CP140418.1.cleaned.fna,Mash_dist=0.0032 (Train vs Val)
val,NZ_CP128091.1.cleaned.fna,Mash_dist=0.0002 (Train vs Val)
val,NZ_CP072217.1.cleaned.fna,Mash_dist=0.0064 (Train vs Val)
val,NZ_CP047324.1.cleaned.fna,Mash_dist=0.0219 (Train vs Val)
val,NZ_CP044276.1.cleaned.fna,Mash_dist=0.0452 (Train vs Val)
val,NZ_CP045153.1.cleaned.fna,Mash_dist=0.0002 (Train vs Val)
val,NZ_JACKZP010000306.1.cleaned.fna,Mash_dist=0.0400 (Train vs Val)
val,NZ_CP144871.1.cleaned.fna,Mash_dist=0.0308 (Train vs Val)
val,NZ_CP169786.1.cleaned.fna,Mash_dist=0.0011 (Train vs Val)
val,NZ_CP160194.1.cleaned.fna,Mash_dist=0.0335 (Train vs Val)
val,NZ_CP027334.1.cleaned.fna,Mash_dist=0.0446 (Train vs Val)
val,NZ_OY754400.1.cleaned.fna,Mash_dist=0.0441 (Train vs Val)
val,NZ_CP045337.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_CP116400.1.cleaned.fna,Mash_dist=0.0477 (Train vs Val)
val,NZ_CP136507.1.cleaned.fna,Mash_dist=0.0020 (Train vs Val)
val,NZ_NPJW01000048.1.cleaned.fna,Mash_dist=0.0009 (Train vs Val)
val,NZ_KP691637.1.cleaned.fna,Mash_dist=0.0164 (Train vs Val)
val,NZ_CP130661.1.cleaned.fna,Mash_dist=0.0004 (Train vs Val)
val,NZ_CP178518.1.cleaned.fna,Mash_dist=0.0276 (Train vs Val)
val,NZ_CP131660.1.cleaned.fna,Mash_dist=0.0090 (Train vs Val)
val,NZ_OU015333.1.cleaned.fna,Mash_dist=0.0018 (Train vs Val)
val,NC_002698.1.cleaned.fna,Mash_dist=0.0040 (Train vs Val)
val,NZ_RRMG01000207.1.cleaned.fna,Mash_dist=0.0367 (Train vs Val)
val,NZ_CP039506.1.cleaned.fna,Mash_dist=0.0446 (Train vs Val)
val,NZ_CP089322.1.cleaned.fna,Mash_dist=0.0180 (Train vs Val)
val,NZ_MH257955.1.cleaned.fna,Mash_dist=0.0232 (Train vs Val)
val,NZ_CP124027.1.cleaned.fna,Mash_dist=0.0114 (Train vs Val)
val,NZ_CP054898.1.cleaned.fna,Mash_dist=0.0210 (Train vs Val)
val,NZ_CP074974.1.cleaned.fna,Mash_dist=0.0188 (Train vs Val)
val,NZ_RREI01000168.1.cleaned.fna,Mash_dist=0.0432 (Train vs Val)
val,NZ_CP102674.1.cleaned.fna,Mash_dist=0.0289 (Train vs Val)
val,NZ_JAGHKT020000121.1.cleaned.fna,Mash_dist=0.0243 (Train vs Val)
val,NZ_JBEWZA010000003.1.cleaned.fna,Mash_dist=0.0442 (Train vs Val)
val,NZ_WKKV01000048.1.cleaned.fna,Mash_dist=0.0281 (Train vs Val)
val,NZ_CP011357.1.cleaned.fna,Mash_dist=0.0181 (Train vs Val)
val,NZ_NBON01000072.1.cleaned.fna,Mash_dist=0.0475 (Train vs Val)
val,NZ_CP129189.1.cleaned.fna,Mash_dist=0.0233 (Train vs Val)
val,NZ_NTCW01000088.1.cleaned.fna,Mash_dist=0.0088 (Train vs Val)
val,NZ_CP089235.1.cleaned.fna,Mash_dist=0.0441 (Train vs Val)
val,NZ_RRDR01000240.1.cleaned.fna,Mash_dist=0.0462 (Train vs Val)
val,NZ_CP118756.1.cleaned.fna,Mash_dist=0.0420 (Train vs Val)
val,NZ_KX570748.1.cleaned.fna,Mash_dist=0.0006 (Train vs Val)
val,NZ_CP182152.1.cleaned.fna,Mash_dist=0.0015 (Train vs Val)
val,NZ_CP169071.1.cleaned.fna,Mash_dist=0.0495 (Train vs Val)
val,NZ_CP086895.1.cleaned.fna,Mash_dist=0.0001 (Train vs Val)
val,NZ_OX341518.1.cleaned.fna,Mash_dist=0.0191 (Train vs Val)
val,NZ_CP070040.1.cleaned.fna,Mash_dist=0.0398 (Train vs Val)
val,NZ_CP134742.1.cleaned.fna,Mash_dist=0.0462 (Train vs Val)
val,NZ_CP038887.1.cleaned.fna,Mash_dist=0.0154 (Train vs Val)
val,NZ_CP133379.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_CP176937.1.cleaned.fna,Mash_dist=0.0114 (Train vs Val)
val,NZ_CP006473.1.cleaned.fna,Mash_dist=0.0002 (Train vs Val)
val,NZ_JAMWMK010000126.1.cleaned.fna,Mash_dist=0.0467 (Train vs Val)
val,NZ_MK988618.1.cleaned.fna,Mash_dist=0.0123 (Train vs Val)
val,NZ_CP123964.1.cleaned.fna,Mash_dist=0.0288 (Train vs Val)
val,NZ_CP119347.1.cleaned.fna,Mash_dist=0.0137 (Train vs Val)
val,NZ_MT074087.1.cleaned.fna,Mash_dist=0.0000 (Train vs Val)
val,NZ_JBNCKA010000293.1.cleaned.fna,Mash_dist=0.0020 (Train vs Val)
val,NZ_CP012902.1.cleaned.fna,Mash_dist=0.0176 (Train vs Val)
val,NZ_CP021166.1.cleaned.fna,Mash_dist=0.0436 (Train vs Val)
val,NZ_RRNI01000161.1.cleaned.fna,Mash_dist=0.0444 (Train vs Val)
val,NZ_JAIVKF010000061.1.cleaned.fna,Mash_dist=0.0007 (Train vs Val)
val,NZ_JARGDG010000142.1.cleaned.fna,Mash_dist=0.0339 (Train vs Val)
val,NZ_CP068207.1.cleaned.fna,Mash_dist=0.0472 (Train vs Val)
val,NZ_RRDH01000202.1.cleaned.fna,Mash_dist=0.0319 (Train vs Val)
val,NZ_CP032138.1.cleaned.fna,Mash_dist=0.0376 (Train vs Val)
val,NZ_JAUAMT010000027.1.cleaned.fna,Mash_dist=0.0008 (Train vs Val)
val,NZ_CP032259.1.cleaned.fna,Mash_dist=0.0116 (Train vs Val)
val,NZ_JBNGNU010000126.1.cleaned.fna,Mash_dist=0.0013 (Train vs Val)
val,NZ_LC549808.1.cleaned.fna,Mash_dist=0.0432 (Train vs Val)
val,NZ_OZ111309.1.cleaned.fna,Mash_dist=0.0467 (Train vs Val)
val,NZ_LNUE01000045.1.cleaned.fna,Mash_dist=0.0361 (Train vs Val)
val,NZ_MN178639.1.cleaned.fna,Mash_dist=0.0127 (Train vs Val)
val,NZ_JBDYIF010000078.1.cleaned.fna,Mash_dist=0.0079 (Train vs Val)
val,NZ_CP109734.1.cleaned.fna,Mash_dist=0.0108 (Train vs Val)
val,NZ_SIQI01000004.1.cleaned.fna,Mash_dist=0.0101 (Train vs Val)
val,NZ_CP066401.1.cleaned.fna,Mash_dist=0.0352 (Train vs Val)
val,NZ_CP133865.1.cleaned.fna,Mash_dist=0.0100 (Train vs Val)
val,NZ_AP025658.1.cleaned.fna,Mash_dist=0.0468 (Train vs Val)
val,NZ_MG196293.1.cleaned.fna,Mash_dist=0.0410 (Train vs Val)
val,NZ_LT985239.1.cleaned.fna,Mash_dist=0.0354 (Train vs Val)
val,NZ_RROE01000113.1.cleaned.fna,Mash_dist=0.0470 (Train vs Val)
val,NZ_CP171849.1.cleaned.fna,Mash_dist=0.0496 (Train vs Val)
val,NZ_MW415443.1.cleaned.fna,Mash_dist=0.0009 (Train vs Val)
val,NZ_CP070599.1.cleaned.fna,Mash_dist=0.0409 (Train vs Val)
val,NZ_CP138716.1.cleaned.fna,Mash_dist=0.0268 (Train vs Val)
val,NZ_CP048109.1.cleaned.fna,Mash_dist=0.0328 (Train vs Val)
val,NZ_JACKZM010000396.1.cleaned.fna,Mash_dist=0.0291 (Train vs Val)
val,NZ_CP119530.1.cleaned.fna,Mash_dist=0.0220 (Train vs Val)
val,NZ_RRSH01000289.1.cleaned.fna,Mash_dist=0.0065 (Train vs Val)
val,NT_187139.1.cleaned.fna,Mash_dist=0.0263 (Train vs Val)
val,NZ_CP128090.1.cleaned.fna,Mash_dist=0.0046 (Train vs Val)
val,NZ_CM004486.1.cleaned.fna,Mash_dist=0.0475 (Train vs Val)
val,NZ_JBKYLX010000003.1.cleaned.fna,Mash_dist=0.0261 (Train vs Val)
val,NZ_CP089144.1.cleaned.fna,Mash_dist=0.0020 (Train vs Val)
val,NZ_CP162061.1.cleaned.fna,Mash_dist=0.0025 (Train vs Val)
val,NZ_CP119157.1.cleaned.fna,Mash_dist=0.0046 (Train vs Val)
val,NZ_CP116029.1.cleaned.fna,Mash_dist=0.0003 (Train vs Val)
val,NZ_OQ747074.1.cleaned.fna,Mash_dist=0.0416 (Train vs Val)
val,NZ_CP130234.1.cleaned.fna,Mash_dist=0.0396 (Train vs Val)
val,NZ_CP126538.1.cleaned.fna,Mash_dist=0.0009 (Train vs Val)
val,NZ_CP162981.1.cleaned.fna,Mash_dist=0.0313 (Train vs Val)
val,NZ_PJCD01000011.1.cleaned.fna,Mash_dist=0.0498 (Train vs Val)
val,NZ_NHYJ01000053.1.cleaned.fna,Mash_dist=0.0296 (Train vs Val)
val,NZ_CP169095.1.cleaned.fna,Mash_dist=0.0013 (Train vs Val)
val,NC_012230.1.cleaned.fna,Mash_dist=0.0016 (Train vs Val)
val,NC_006143.1.cleaned.fna,Mash_dist=0.0232 (Train vs Val)
val,NZ_CP046339.1.cleaned.fna,Mash_dist=0.0174 (Train vs Val)
val,NZ_SIPQ01000005.1.cleaned.fna,Mash_dist=0.0457 (Train vs Val)
val,NZ_PP341404.1.cleaned.fna,Mash_dist=0.0220 (Train vs Val)
val,NZ_CP150626.1.cleaned.fna,Mash_dist=0.0003 (Train vs Val)
val,NZ_MT338505.1.cleaned.fna,Mash_dist=0.0205 (Train vs Val)
val,NZ_CP028380.1.cleaned.fna,Mash_dist=0.0013 (Train vs Val)
val,NZ_CP098818.1.cleaned.fna,Mash_dist=0.0285 (Train vs Val)
